ID,Project_number,Sub_CSS_Number,Contract_Type,Package_Description,MR_Number,MTO_Name,Tank_Design,Number_of_Tanks,UOM,Engg_Qty_Per_Tank_EA,Plate_Marker,Engg_Thick_mm,Width_mm,Length_mm,Material_Grade,Material_Spec,Vendor,Vendor_Currency,Exchange_Rate,Offer_Date,Point_of_Manufacture,Point_of_Shipping,Freight_Terms,Ship_to_Location,EXW_Wks,Vendor_Thick_mm,Vendor_Width_mm,Vendor_Length_mm,Vendor_Qty_Per_Tank_EA,Material_Price_Vendor_Currency,BP_Vendor_Currency,Fab_Vendor_Currency,Freight_Vendor_Currency,Material_Conditioning_per_UOM_USD,BP_Conditioning_per_MT_USD,Fab_Conditioning_per_MT_USD,Freight_Conditioning_per_MT_USD,VAT_Conditioning_per_MT_USD,Other_Conditioning_per_MT_USD,Engg_Line_Tonnage_MT,Vendor_Line_Tonnage_MT,Material_Price_USD,BP_USD,Fab_USD,Freight_USD,Matl_Line_USD,BP_Line_USD,Fab_Line_USD,Freight_Line_USD,Year,Month,Quarters,Tank_Dia_m,Tank_Ht_m,Type_of_Tank
1508,194916,194916,Precontract,Plate - Carbon Steel (Non-sour),194916-MR-01302A,194916-000-SP-LS-11001 Rev. 2,24.500 m Dia x 14.000 m Ht CRT,4,MT,1,Ring #2 DS,16.3,3486,3015,A516-70,194916-000-SP-SP-00011,Posco,USD,1,8/22/17,South Korea,South Korea,CFR,Saudi Arabia,16,16.3,3486,3015,1,490,0,0,48,0,0,0,0,0,0,5.379376628,5.379376628,490,0,0,48,2635.89,0,0,258.21,2017,Aug,Qtr3,24.5,14,CRT
1509,194916,194916,Precontract,Plate - Carbon Steel (Non-sour),194916-MR-01302A,194916-000-SP-LS-11001 Rev. 2,24.500 m Dia x 14.000 m Ht CRT,4,MT,7,Ring #3,11.4,3480,11010,A516-70,194916-000-SP-SP-00011,Posco,USD,1,8/22/17,South Korea,South Korea,CFR,Saudi Arabia,16,11.4,3480,11010,7,499,0,0,48,0,0,0,0,0,0,96.00616066,96.00616066,499,0,0,48,47907.07,0,0,4608.3,2017,Aug,Qtr3,24.5,14,CRT
1510,194916,194916,Precontract,Plate - Carbon Steel (Non-sour),194916-MR-01302A,194916-000-SP-LS-11001 Rev. 2,24.500 m Dia x 14.000 m Ht CRT,4,MT,7,Ring #4,6.4,3480,11010,A516-70,194916-000-SP-SP-00011,Posco,USD,1,8/22/17,South Korea,South Korea,CFR,Saudi Arabia,16,6.4,3480,11010,7,610,0,0,48,0,0,0,0,0,0,53.89819546,53.89819546,610,0,0,48,32877.9,0,0,2587.11,2017,Aug,Qtr3,24.5,14,CRT
1511,194916,194916,Precontract,Plate - Carbon Steel (Non-sour),194916-MR-01302A,194916-000-SP-LS-11001 Rev. 2,24.500 m Dia x 14.000 m Ht CRT,4,MT,3,Annulars,9,2700,8700,A516-70N,194916-000-SP-SP-00012,Posco,USD,1,8/22/17,South Korea,South Korea,CFR,Saudi Arabia,16,9,2700,8700,3,610,0,0,48,0,0,0,0,0,0,19.914822,19.914822,610,0,0,48,12148.04,0,0,955.91,2017,Aug,Qtr3,24.5,14,CRT
1512,194916,194916,Precontract,Plate - Carbon Steel (Non-sour),194916-MR-01302A,194916-000-SP-LS-11001 Rev. 2,24.500 m Dia x 14.000 m Ht CRT,4,MT,5,Bot Rect,9,3000,12000,A516-70,194916-000-SP-SP-00011,Posco,USD,1,8/22/17,South Korea,South Korea,CFR,Saudi Arabia,16,9,3000,12000,5,490,0,0,48,0,0,0,0,0,0,50.868,50.868,490,0,0,48,24925.32,0,0,2441.66,2017,Aug,Qtr3,24.5,14,CRT
1513,194916,194916,Precontract,Plate - Carbon Steel (Non-sour),194916-MR-01302A,194916-000-SP-LS-11001 Rev. 2,24.500 m Dia x 14.000 m Ht CRT,4,MT,4,Bot Rect,9,3000,6000,A516-70,194916-000-SP-SP-00011,Posco,USD,1,8/22/17,South Korea,South Korea,CFR,Saudi Arabia,16,9,3000,6000,4,490,0,0,48,0,0,0,0,0,0,20.3472,20.3472,490,0,0,48,9970.13,0,0,976.67,2017,Aug,Qtr3,24.5,14,CRT
1514,194916,194916,Precontract,Plate - Carbon Steel (Non-sour),194916-MR-01302A,194916-000-SP-LS-11001 Rev. 2,24.500 m Dia x 14.000 m Ht CRT,4,MT,6,Bot Sketch,9,3000,12000,A516-70,194916-000-SP-SP-00011,Posco,USD,1,8/22/17,South Korea,South Korea,CFR,Saudi Arabia,16,9,3000,12000,6,490,0,0,48,0,0,0,0,0,0,61.0416,61.0416,490,0,0,48,29910.38,0,0,2930,2017,Aug,Qtr3,24.5,14,CRT
1515,194916,194916,Precontract,Plate - Carbon Steel (Non-sour),194916-MR-01302A,194916-000-SP-LS-11001 Rev. 2,24.500 m Dia x 14.000 m Ht CRT,4,MT,12,Roof Rect,6.4,2500,9000,A516-70,194916-000-SP-SP-00011,Posco,USD,1,8/22/17,South Korea,South Korea,CFR,Saudi Arabia,16,6.4,2500,9000,12,610,0,0,48,0,0,0,0,0,0,54.2592,54.2592,610,0,0,48,33098.11,0,0,2604.44,2017,Aug,Qtr3,24.5,14,CRT
1516,194916,194916,Precontract,Plate - Carbon Steel (Non-sour),194916-MR-01302A,194916-000-SP-LS-11001 Rev. 2,24.500 m Dia x 14.000 m Ht CRT,4,MT,4,Roof Rect,6.4,2500,4500,A516-70,194916-000-SP-SP-00011,Posco,USD,1,8/22/17,South Korea,South Korea,CFR,Saudi Arabia,16,6.4,2500,4500,4,610,0,0,48,0,0,0,0,0,0,9.0432,9.0432,610,0,0,48,5516.35,0,0,434.07,2017,Aug,Qtr3,24.5,14,CRT
1517,194916,194916,Precontract,Plate - Carbon Steel (Non-sour),194916-MR-01302A,194916-000-SP-LS-11001 Rev. 2,24.500 m Dia x 14.000 m Ht CRT,4,MT,11,Roof Sketch,6.4,2500,9000,A516-70,194916-000-SP-SP-00011,Posco,USD,1,8/22/17,South Korea,South Korea,CFR,Saudi Arabia,16,6.4,2500,9000,11,610,0,0,48,0,0,0,0,0,0,49.7376,49.7376,610,0,0,48,30339.94,0,0,2387.4,2017,Aug,Qtr3,24.5,14,CRT
1518,195944,195944,Precontract,Plate - Carbon Steel (Non-sour),195944-MR-01302A,195944-000-SP-LS-01001 Rev. C,15.240 m Dia x 12.190 m Ht DRT,1,MT,4,Ring #1,11.3,4050,11990,A516-70,195944-000-PS-SP-00001,Hyundai,USD,1,5/11/17,South Korea,South Korea,CFR,Saudi Arabia,19,11.3,4050,11990,4,654,60,0,50,0,0,0,0,0,0,17.22988179,17.22988179,654,60,0,50,11268.34,1033.79,0,861.49,2017,May,Qtr2,15.24,12.19,DRT
1519,195944,195944,Precontract,Plate - Carbon Steel (Non-sour),195944-MR-01302A,195944-000-SP-LS-01001 Rev. C,15.240 m Dia x 12.190 m Ht DRT,1,MT,4,Ring #2,8.6,4050,11990,A516-70,195944-000-PS-SP-00001,Hyundai,USD,1,5/11/17,South Korea,South Korea,CFR,Saudi Arabia,19,8.6,4050,11990,4,654,60,0,50,0,0,0,0,0,0,13.11300738,13.11300738,654,60,0,50,8575.91,786.78,0,655.65,2017,May,Qtr2,15.24,12.19,DRT
1520,195944,195944,Precontract,Plate - Carbon Steel (Non-sour),195944-MR-01302A,195944-000-SP-LS-01001 Rev. C,15.240 m Dia x 12.190 m Ht DRT,1,MT,4,Ring #3,7,4050,11990,A516-70,195944-000-PS-SP-00001,Hyundai,USD,1,5/11/17,South Korea,South Korea,CFR,Saudi Arabia,19,7,4050,11990,4,654,60,0,50,0,0,0,0,0,0,10.6733781,10.6733781,654,60,0,50,6980.39,640.4,0,533.67,2017,May,Qtr2,15.24,12.19,DRT
1521,195944,195944,Precontract,Plate - Carbon Steel (Non-sour),195944-MR-01302A,195944-000-SP-LS-01001 Rev. C,15.240 m Dia x 12.190 m Ht DRT,1,MT,2,Bot Rect,6,2500,12000,A516-70,195944-000-PS-SP-00001,Hyundai,USD,1,5/11/17,South Korea,South Korea,CFR,Saudi Arabia,19,6,2500,12000,2,675,0,0,50,0,0,0,0,0,0,2.826,2.826,675,0,0,50,1907.55,0,0,141.3,2017,May,Qtr2,15.24,12.19,DRT
1522,195944,195944,Precontract,Plate - Carbon Steel (Non-sour),195944-MR-01302A,195944-000-SP-LS-01001 Rev. C,15.240 m Dia x 12.190 m Ht DRT,1,MT,3,Bot Rect,6,2500,6000,A516-70,195944-000-PS-SP-00001,Hyundai,USD,1,5/11/17,South Korea,South Korea,CFR,Saudi Arabia,19,6,2500,6000,3,670,0,0,50,0,0,0,0,0,0,2.1195,2.1195,670,0,0,50,1420.07,0,0,105.98,2017,May,Qtr2,15.24,12.19,DRT
1523,195944,195944,Precontract,Plate - Carbon Steel (Non-sour),195944-MR-01302A,195944-000-SP-LS-01001 Rev. C,15.240 m Dia x 12.190 m Ht DRT,1,MT,4,Bot Sketch,6,2500,12000,A516-70,195944-000-PS-SP-00001,Hyundai,USD,1,5/11/17,South Korea,South Korea,CFR,Saudi Arabia,19,6,2500,12000,4,675,0,0,50,0,0,0,0,0,0,5.652,5.652,675,0,0,50,3815.1,0,0,282.6,2017,May,Qtr2,15.24,12.19,DRT
1524,195944,195944,Precontract,Plate - Carbon Steel (Non-sour),195944-MR-01302A,195944-000-SP-LS-01001 Rev. C,15.240 m Dia x 12.190 m Ht DRT,1,MT,1,Roof Sketch,8,2500,6500,A516-70,195944-000-PS-SP-00001,Hyundai,USD,1,5/11/17,South Korea,South Korea,CFR,Saudi Arabia,19,8,2500,6500,1,643,0,0,50,0,0,0,0,0,0,1.0205,1.0205,643,0,0,50,656.18,0,0,51.03,2017,May,Qtr2,15.24,12.19,DRT
1525,195944,195944,Precontract,Plate - Carbon Steel (Non-sour),195944-MR-01302A,195944-000-SP-LS-01001 Rev. C,15.240 m Dia x 12.190 m Ht DRT,1,MT,20,Roof Sketch,8,2484,6643,A516-70,195944-000-PS-SP-00001,Hyundai,USD,1,5/11/17,South Korea,South Korea,CFR,Saudi Arabia,19,8,2484,6643,20,643,0,0,50,0,0,0,0,0,0,20.72552227,20.72552227,643,0,0,50,13326.51,0,0,1036.28,2017,May,Qtr2,15.24,12.19,DRT
1526,195944,195944,Precontract,Plate - Carbon Steel (Non-sour),195944-MR-01302A,195944-000-SP-LS-01001 Rev. C,15.240 m Dia x 12.190 m Ht DRT,1,MT,1,REPAD,11.3,4050,11990,A516-70,195944-000-PS-SP-00001,Hyundai,USD,1,5/11/17,South Korea,South Korea,CFR,Saudi Arabia,19,11.3,4050,11990,1,654,0,0,50,0,0,0,0,0,0,4.307470448,4.307470448,654,0,0,50,2817.09,0,0,215.37,2017,May,Qtr2,15.24,12.19,DRT
1527,195944,195944,Precontract,Plate - Carbon Steel (Non-sour),195944-MR-01302A,195944-000-SP-LS-02001 Rev. D,30.480 m Dia x 14.630 m Ht T5FRT,1,MT,7,Ring #1,10.3,3648,13695,A516-70,195944-000-PS-SP-00001,Hyundai,USD,1,5/11/17,South Korea,South Korea,CFR,Saudi Arabia,19,10.3,3648,13695,7,593,60,0,50,0,0,0,0,0,0,28.27624837,28.27624837,593,60,0,50,16767.82,1696.57,0,1413.81,2017,May,Qtr2,30.48,14.63,T5FRT
1528,195944,195944,Precontract,Plate - Carbon Steel (Non-sour),195944-MR-01302A,195944-000-SP-LS-02001 Rev. D,30.480 m Dia x 14.630 m Ht T5FRT,1,MT,7,Ring #2,7.4,3650,13695,A516-70,195944-000-PS-SP-00001,Hyundai,USD,1,5/11/17,South Korea,South Korea,CFR,Saudi Arabia,19,7.4,3650,13695,7,689,60,0,50,0,0,0,0,0,0,20.32611215,20.32611215,689,60,0,50,14004.69,1219.57,0,1016.31,2017,May,Qtr2,30.48,14.63,T5FRT
1529,195944,195944,Precontract,Plate - Carbon Steel (Non-sour),195944-MR-01302A,195944-000-SP-LS-02001 Rev. D,30.480 m Dia x 14.630 m Ht T5FRT,1,MT,14,Ring #3-4,7,3650,13695,A516-70,195944-000-PS-SP-00001,Hyundai,USD,1,5/11/17,South Korea,South Korea,CFR,Saudi Arabia,19,7,3650,13695,14,689,60,0,50,0,0,0,0,0,0,38.45480678,38.45480678,689,60,0,50,26495.36,2307.29,0,1922.74,2017,May,Qtr2,30.48,14.63,T5FRT
1530,195944,195944,Precontract,Plate - Carbon Steel (Non-sour),195944-MR-01302A,195944-000-SP-LS-02001 Rev. D,30.480 m Dia x 14.630 m Ht T5FRT,1,MT,5,Annulars,6,2200,9700,A516-70,195944-000-PS-SP-00001,Hyundai,USD,1,5/11/17,South Korea,South Korea,CFR,Saudi Arabia,19,6,2200,9700,5,675,0,0,50,0,0,0,0,0,0,5.02557,5.02557,675,0,0,50,3392.26,0,0,251.28,2017,May,Qtr2,30.48,14.63,T5FRT
1531,195944,195944,Precontract,Plate - Carbon Steel (Non-sour),195944-MR-01302A,195944-000-SP-LS-02001 Rev. D,30.480 m Dia x 14.630 m Ht T5FRT,1,MT,12,Bot Rect,6,2500,12000,A516-70,195944-000-PS-SP-00001,Hyundai,USD,1,5/11/17,South Korea,South Korea,CFR,Saudi Arabia,19,6,2500,12000,12,675,0,0,50,0,0,0,0,0,0,16.956,16.956,675,0,0,50,11445.3,0,0,847.8,2017,May,Qtr2,30.48,14.63,T5FRT
1532,195944,195944,Precontract,Plate - Carbon Steel (Non-sour),195944-MR-01302A,195944-000-SP-LS-02001 Rev. D,30.480 m Dia x 14.630 m Ht T5FRT,1,MT,6,Bot Rect,6,2500,6000,A516-70,195944-000-PS-SP-00001,Hyundai,USD,1,5/11/17,South Korea,South Korea,CFR,Saudi Arabia,19,6,2500,6000,6,670,0,0,50,0,0,0,0,0,0,4.239,4.239,670,0,0,50,2840.13,0,0,211.95,2017,May,Qtr2,30.48,14.63,T5FRT
1533,195944,195944,Precontract,Plate - Carbon Steel (Non-sour),195944-MR-01302A,195944-000-SP-LS-02001 Rev. D,30.480 m Dia x 14.630 m Ht T5FRT,1,MT,10,Bot Sketch,6,2500,12000,A516-70,195944-000-PS-SP-00001,Hyundai,USD,1,5/11/17,South Korea,South Korea,CFR,Saudi Arabia,19,6,2500,12000,10,675,0,0,50,0,0,0,0,0,0,14.13,14.13,675,0,0,50,9537.75,0,0,706.5,2017,May,Qtr2,30.48,14.63,T5FRT
1534,195944,195944,Precontract,Plate - Carbon Steel (Non-sour),195944-MR-01302A,195944-000-SP-LS-02001 Rev. D,30.480 m Dia x 14.630 m Ht T5FRT,1,MT,14,Deck Rect,5,2400,9000,A516-70,195944-000-PS-SP-00001,Hyundai,USD,1,5/11/17,South Korea,South Korea,CFR,Saudi Arabia,19,6,2400,9000,14,670,0,0,50,0,0,0,0,0,0,11.8692,14.24304,670,0,0,50,9542.84,0,0,712.15,2017,May,Qtr2,30.48,14.63,T5FRT
1535,195944,195944,Precontract,Plate - Carbon Steel (Non-sour),195944-MR-01302A,195944-000-SP-LS-02001 Rev. D,30.480 m Dia x 14.630 m Ht T5FRT,1,MT,3,Deck Rect,5,2400,4500,A516-70,195944-000-PS-SP-00001,Hyundai,USD,1,5/11/17,South Korea,South Korea,CFR,Saudi Arabia,19,6,2400,4500,3,670,0,0,50,0,0,0,0,0,0,1.2717,1.52604,670,0,0,50,1022.45,0,0,76.3,2017,May,Qtr2,30.48,14.63,T5FRT
1536,195944,195944,Precontract,Plate - Carbon Steel (Non-sour),195944-MR-01302A,195944-000-SP-LS-02001 Rev. D,30.480 m Dia x 14.630 m Ht T5FRT,1,MT,14,Deck Sketch,5,2400,9000,A516-70,195944-000-PS-SP-00001,Hyundai,USD,1,5/11/17,South Korea,South Korea,CFR,Saudi Arabia,19,6,2400,9000,14,670,0,0,50,0,0,0,0,0,0,11.8692,14.24304,670,0,0,50,9542.84,0,0,712.15,2017,May,Qtr2,30.48,14.63,T5FRT
1537,195944,195944,Precontract,Plate - Carbon Steel (Non-sour),195944-MR-01302A,195944-000-SP-LS-02001 Rev. D,30.480 m Dia x 14.630 m Ht T5FRT,1,MT,11,Bot Pontoon,5,2200,10000,A516-70,195944-000-PS-SP-00001,Hyundai,USD,1,5/11/17,South Korea,South Korea,CFR,Saudi Arabia,19,6,2200,10000,11,675,0,0,50,0,0,0,0,0,0,9.4985,11.3982,675,0,0,50,7693.79,0,0,569.91,2017,May,Qtr2,30.48,14.63,T5FRT
1538,195944,195944,Precontract,Plate - Carbon Steel (Non-sour),195944-MR-01302A,195944-000-SP-LS-02001 Rev. D,30.480 m Dia x 14.630 m Ht T5FRT,1,MT,11,Top Pontoon,5,2200,10000,A516-70,195944-000-PS-SP-00001,Hyundai,USD,1,5/11/17,South Korea,South Korea,CFR,Saudi Arabia,19,6,2200,10000,11,675,0,0,50,0,0,0,0,0,0,9.4985,11.3982,675,0,0,50,7693.79,0,0,569.91,2017,May,Qtr2,30.48,14.63,T5FRT
1539,195944,195944,Precontract,Plate - Carbon Steel (Non-sour),195944-MR-01302A,195944-000-SP-LS-02001 Rev. D,30.480 m Dia x 14.630 m Ht T5FRT,1,MT,9,Outer Rim,5,2400,9000,A516-70,195944-000-PS-SP-00001,Hyundai,USD,1,5/11/17,South Korea,South Korea,CFR,Saudi Arabia,19,6,2400,9000,9,670,0,0,50,0,0,0,0,0,0,7.6302,9.15624,670,0,0,50,6134.68,0,0,457.81,2017,May,Qtr2,30.48,14.63,T5FRT
1540,195944,195944,Precontract,Plate - Carbon Steel (Non-sour),195944-MR-01302A,195944-000-SP-LS-02001 Rev. D,30.480 m Dia x 14.630 m Ht T5FRT,1,MT,5,Inner Rim,5,2200,6500,A516-70,195944-000-PS-SP-00001,Hyundai,USD,1,5/11/17,South Korea,South Korea,CFR,Saudi Arabia,19,6,2200,6500,5,670,0,0,50,0,0,0,0,0,0,2.806375,3.36765,670,0,0,50,2256.33,0,0,168.38,2017,May,Qtr2,30.48,14.63,T5FRT
1541,195944,195944,Precontract,Plate - Carbon Steel (Non-sour),195944-MR-01302A,195944-000-SP-LS-02001 Rev. D,30.480 m Dia x 14.630 m Ht T5FRT,1,MT,2,Bulkhead,5,2100,7500,A516-70,195944-000-PS-SP-00001,Hyundai,USD,1,5/11/17,South Korea,South Korea,CFR,Saudi Arabia,19,6,2100,7500,2,670,0,0,50,0,0,0,0,0,0,1.236375,1.48365,670,0,0,50,994.05,0,0,74.18,2017,May,Qtr2,30.48,14.63,T5FRT
1542,195944,195944,Precontract,Plate - Carbon Steel (Non-sour),195944-MR-01302A,195944-000-SP-LS-02001 Rev. D,30.480 m Dia x 14.630 m Ht T5FRT,1,MT,29,Windgirder,6,1231,3537,A36,,Hyundai,USD,1,5/11/17,South Korea,South Korea,CFR,Saudi Arabia,19,6,1231,3537,29,612,0,0,50,0,0,0,0,0,0,5.947192797,5.947192797,612,0,0,50,3639.68,0,0,297.36,2017,May,Qtr2,30.48,14.63,T5FRT
1543,195944,195944,Precontract,Plate - Carbon Steel (Non-sour),195944-MR-01302A,195944-000-SP-LS-02001 Rev. D,30.480 m Dia x 14.630 m Ht T5FRT,1,MT,1,REPAD,10.3,3648,13695,A516-70,195944-000-PS-SP-00001,Hyundai,USD,1,5/11/17,South Korea,South Korea,CFR,Saudi Arabia,19,10.3,3648,13695,1,593,0,0,50,0,0,0,0,0,0,4.039464053,4.039464053,593,0,0,50,2395.4,0,0,201.97,2017,May,Qtr2,30.48,14.63,T5FRT
1544,195944,195944,Precontract,Plate - Carbon Steel (Non-sour),195944-MR-01302A,195944-000-SP-LS-03001 Rev. B,34.138 m Dia x 14.630 m Ht DRT,1,MT,8,Ring #1,24.1,3678,13435,A516-70N,195944-000-PS-SP-00003,Hyundai,USD,1,5/11/17,South Korea,South Korea,CFR,Saudi Arabia,19,24.1,3678,13435,8,688,60,0,50,0,0,0,0,0,0,74.78699478,74.78699478,688,60,0,50,51453.45,4487.22,0,3739.35,2017,May,Qtr2,34.138,14.63,DRT
1545,195944,195944,Precontract,Plate - Carbon Steel (Non-sour),195944-MR-01302A,195944-000-SP-LS-03001 Rev. B,34.138 m Dia x 14.630 m Ht DRT,1,MT,8,Ring #2,20.3,3678,13435,A516-70N,195944-000-PS-SP-00003,Hyundai,USD,1,5/11/17,South Korea,South Korea,CFR,Saudi Arabia,19,20.3,3678,13435,8,688,60,0,50,0,0,0,0,0,0,62.99485452,62.99485452,688,60,0,50,43340.46,3779.69,0,3149.74,2017,May,Qtr2,34.138,14.63,DRT
1546,195944,195944,Precontract,Plate - Carbon Steel (Non-sour),195944-MR-01302A,195944-000-SP-LS-03001 Rev. B,34.138 m Dia x 14.630 m Ht DRT,1,MT,8,Ring #3,16.5,3674,13430,A516-70N,195944-000-PS-SP-00003,Hyundai,USD,1,5/11/17,South Korea,South Korea,CFR,Saudi Arabia,19,16.5,3674,13430,8,688,60,0,50,0,0,0,0,0,0,51.12799388,51.12799388,688,60,0,50,35176.06,3067.68,0,2556.4,2017,May,Qtr2,34.138,14.63,DRT
1547,195944,195944,Precontract,Plate - Carbon Steel (Non-sour),195944-MR-01302A,195944-000-SP-LS-03001 Rev. B,34.138 m Dia x 14.630 m Ht DRT,1,MT,8,Ring #4,12.6,3666,13425,A516-70N,195944-000-PS-SP-00003,Hyundai,USD,1,5/11/17,South Korea,South Korea,CFR,Saudi Arabia,19,12.6,3666,13425,8,688,60,0,50,0,0,0,0,0,0,38.94367604,38.94367604,688,60,0,50,26793.25,2336.62,0,1947.18,2017,May,Qtr2,34.138,14.63,DRT
1548,195944,195944,Precontract,Plate - Carbon Steel (Non-sour),195944-MR-01302A,195944-000-SP-LS-03001 Rev. B,34.138 m Dia x 14.630 m Ht DRT,1,MT,3,Annulars,8,2800,12000,A516-70N,195944-000-PS-SP-00003,Hyundai,USD,1,5/11/17,South Korea,South Korea,CFR,Saudi Arabia,19,8,2800,12000,3,743,60,0,50,0,0,0,0,0,0,6.33024,6.33024,743,60,0,50,4703.37,379.81,0,316.51,2017,May,Qtr2,34.138,14.63,DRT
1549,195944,195944,Precontract,Plate - Carbon Steel (Non-sour),195944-MR-01302A,195944-000-SP-LS-03001 Rev. B,34.138 m Dia x 14.630 m Ht DRT,1,MT,18,Bot Rect,8,2500,12000,A516-70N,195944-000-PS-SP-00003,Hyundai,USD,1,5/11/17,South Korea,South Korea,CFR,Saudi Arabia,19,8,2500,12000,18,743,0,0,50,0,0,0,0,0,0,33.912,33.912,743,0,0,50,25196.62,0,0,1695.6,2017,May,Qtr2,34.138,14.63,DRT
1550,195944,195944,Precontract,Plate - Carbon Steel (Non-sour),195944-MR-01302A,195944-000-SP-LS-03001 Rev. B,34.138 m Dia x 14.630 m Ht DRT,1,MT,3,Bot Rect,8,2500,6000,A516-70N,195944-000-PS-SP-00003,Hyundai,USD,1,5/11/17,South Korea,South Korea,CFR,Saudi Arabia,19,8,2500,6000,3,743,0,0,50,0,0,0,0,0,0,2.826,2.826,743,0,0,50,2099.72,0,0,141.3,2017,May,Qtr2,34.138,14.63,DRT
1551,195944,195944,Precontract,Plate - Carbon Steel (Non-sour),195944-MR-01302A,195944-000-SP-LS-03001 Rev. B,34.138 m Dia x 14.630 m Ht DRT,1,MT,4,Bot Rect,8,2500,3000,A516-70N,195944-000-PS-SP-00003,Hyundai,USD,1,5/11/17,South Korea,South Korea,CFR,Saudi Arabia,19,8,2500,3000,4,743,0,0,50,0,0,0,0,0,0,1.884,1.884,743,0,0,50,1399.81,0,0,94.2,2017,May,Qtr2,34.138,14.63,DRT
1552,195944,195944,Precontract,Plate - Carbon Steel (Non-sour),195944-MR-01302A,195944-000-SP-LS-03001 Rev. B,34.138 m Dia x 14.630 m Ht DRT,1,MT,10,Bot Sketch,8,2500,12000,A516-70N,195944-000-PS-SP-00003,Hyundai,USD,1,5/11/17,South Korea,South Korea,CFR,Saudi Arabia,19,8,2500,12000,10,743,0,0,50,0,0,0,0,0,0,18.84,18.84,743,0,0,50,13998.12,0,0,942,2017,May,Qtr2,34.138,14.63,DRT
1553,195944,195944,Precontract,Plate - Carbon Steel (Non-sour),195944-MR-01302A,195944-000-SP-LS-03001 Rev. B,34.138 m Dia x 14.630 m Ht DRT,1,MT,5,Comp Ring,54,2900,11200,A516-70N,195944-000-PS-SP-00003,Hyundai,USD,1,5/11/17,South Korea,South Korea,CFR,Saudi Arabia,19,54,2900,11200,5,688,0,0,50,0,0,0,0,0,0,68.84136,68.84136,688,0,0,50,47362.86,0,0,3442.07,2017,May,Qtr2,34.138,14.63,DRT
1554,195944,195944,Precontract,Plate - Carbon Steel (Non-sour),195944-MR-01302A,195944-000-SP-LS-03001 Rev. B,34.138 m Dia x 14.630 m Ht DRT,1,MT,2,Roof Sketch,13.3,2500,9947,A516-70N,195944-000-PS-SP-00003,Hyundai,USD,1,5/11/17,South Korea,South Korea,CFR,Saudi Arabia,19,13.3,2500,9947,2,688,0,0,50,0,0,0,0,0,0,5.192582675,5.192582675,688,0,0,50,3572.5,0,0,259.63,2017,May,Qtr2,34.138,14.63,DRT
1555,195944,195944,Precontract,Plate - Carbon Steel (Non-sour),195944-MR-01302A,195944-000-SP-LS-03001 Rev. B,34.138 m Dia x 14.630 m Ht DRT,1,MT,4,Roof Sketch,13.3,2500,10480,A516-70N,195944-000-PS-SP-00003,Hyundai,USD,1,5/11/17,South Korea,South Korea,CFR,Saudi Arabia,19,13.3,2500,10480,4,688,0,0,50,0,0,0,0,0,0,10.941644,10.941644,688,0,0,50,7527.85,0,0,547.08,2017,May,Qtr2,34.138,14.63,DRT
1556,195944,195944,Precontract,Plate - Carbon Steel (Non-sour),195944-MR-01302A,195944-000-SP-LS-03001 Rev. B,34.138 m Dia x 14.630 m Ht DRT,1,MT,2,Roof Sketch,13.3,2500,9999,A516-70N,195944-000-PS-SP-00003,Hyundai,USD,1,5/11/17,South Korea,South Korea,CFR,Saudi Arabia,19,13.3,2500,9999,2,688,0,0,50,0,0,0,0,0,0,5.219727975,5.219727975,688,0,0,50,3591.17,0,0,260.99,2017,May,Qtr2,34.138,14.63,DRT
1557,195944,195944,Precontract,Plate - Carbon Steel (Non-sour),195944-MR-01302A,195944-000-SP-LS-03001 Rev. B,34.138 m Dia x 14.630 m Ht DRT,1,MT,44,Roof Sketch,13.3,2463,11615,A516-70N,195944-000-PS-SP-00003,Hyundai,USD,1,5/11/17,South Korea,South Korea,CFR,Saudi Arabia,19,13.3,2463,11615,44,688,0,0,50,0,0,0,0,0,0,131.4188311,131.4188311,688,0,0,50,90416.16,0,0,6570.94,2017,May,Qtr2,34.138,14.63,DRT
1558,195944,195944,Precontract,Plate - Carbon Steel (Non-sour),195944-MR-01302A,195944-000-SP-LS-03001 Rev. B,34.138 m Dia x 14.630 m Ht DRT,1,MT,1,REPAD,24.1,3678,13435,A516-70N,195944-000-PS-SP-00003,Hyundai,USD,1,5/11/17,South Korea,South Korea,CFR,Saudi Arabia,19,24.1,3678,13435,1,688,0,0,50,0,0,0,0,0,0,9.348374347,9.348374347,688,0,0,50,6431.68,0,0,467.42,2017,May,Qtr2,34.138,14.63,DRT
1559,195944,195944,Precontract,Plate - Carbon Steel (Non-sour),195944-MR-01302A,195944-000-SP-LS-04001 Rev. D,30.480 m Dia x 14.630 m Ht T5FRT,2,MT,7,Ring #1,10.3,3648,13695,A516-70,195944-000-PS-SP-00001,Hyundai,USD,1,5/11/17,South Korea,South Korea,CFR,Saudi Arabia,19,10.3,3648,13695,7,593,60,0,50,0,0,0,0,0,0,56.55249674,56.55249674,593,60,0,50,33535.63,3393.15,0,2827.62,2017,May,Qtr2,30.48,14.63,T5FRT
