ID,Project_number,Sub_CSS_Number,Contract_Type,Package_Description,MR_Number,MTO_Name,Tank_Design,Number_of_Tanks,UOM,Engg_Qty_Per_Tank_EA,Plate_Marker,Engg_Thick_mm,Width_mm,Length_mm,Material_Grade,Material_Spec,Vendor,Vendor_Currency,Exchange_Rate,Offer_Date,Point_of_Manufacture,Point_of_Shipping,Freight_Terms,Ship_to_Location,EXW_Wks,Vendor_Thick_mm,Vendor_Width_mm,Vendor_Length_mm,Vendor_Qty_Per_Tank_EA,Material_Price_Vendor_Currency,BP_Vendor_Currency,Fab_Vendor_Currency,Freight_Vendor_Currency,Material_Conditioning_per_UOM_USD,BP_Conditioning_per_MT_USD,Fab_Conditioning_per_MT_USD,Freight_Conditioning_per_MT_USD,VAT_Conditioning_per_MT_USD,Other_Conditioning_per_MT_USD,Engg_Line_Tonnage_MT,Vendor_Line_Tonnage_MT,Material_Price_USD,BP_USD,Fab_USD,Freight_USD,Matl_Line_USD,BP_Line_USD,Fab_Line_USD,Freight_Line_USD,Year,Month,Quarters,Tank_Dia_m,Tank_Ht_m,Type_of_Tank
1,191167,191167,Precontract,Plate - Carbon Steel (Non-sour),191167-MR-01302A,191167 Outer Tank Bills Rev. C,44.000 m Dia x 45.552 m HT Ethylene Tank (46.105k m3),1,MT,1,Girder Plate3 ~ Horz,16,2128,6936,A537 CL1,191167-000-PS-SP-00003,Hyundai,USD,1,4/13/21,South Korea,South Korea,CFR,Saudi Arabia,15,16,2128,6936,1,1059,76,0,120,0,0,0,0,0,0,1.853831885,1.853831885,1059,76,0,120,1963.21,140.89,0,222.46,2021,Apr,Qtr2,44,45.552,Ethylene
2,191167,191167,Precontract,Plate - Carbon Steel (Non-sour),191167-MR-01302A,191167 Outer Tank Bills Rev. C,44.000 m Dia x 45.552 m HT Ethylene Tank (46.105k m3),1,MT,1,Special Girder2 ~ Vert,16,702,7100,A537 CL1,191167-000-PS-SP-00003,Hyundai,USD,1,4/13/21,South Korea,South Korea,CFR,Saudi Arabia,15,16,1500,7100,1,1079,76,0,120,0,0,0,0,0,0,0.62601552,1.33764,1079,76,0,120,1443.31,101.66,0,160.52,2021,Apr,Qtr2,44,45.552,Ethylene
3,191167,191167,Precontract,Plate - Carbon Steel (Non-sour),191167-MR-01302A,191167 Outer Tank Bills Rev. C,44.000 m Dia x 45.552 m HT Ethylene Tank (46.105k m3),1,MT,1,Special Girder2 ~ Horz,16,927,6913,A537 CL1,191167-000-PS-SP-00003,Hyundai,USD,1,4/13/21,South Korea,South Korea,CFR,Saudi Arabia,15,16,1500,6913,1,1079,76,0,120,0,0,0,0,0,0,0.804888886,1.3024092,1079,76,0,120,1405.3,98.98,0,156.29,2021,Apr,Qtr2,44,45.552,Ethylene
4,191167,191167,Precontract,Plate - Carbon Steel (Non-sour),191167-MR-01302A,191167 Outer Tank Bills Rev. C,44.000 m Dia x 45.552 m HT Ethylene Tank (46.105k m3),1,MT,1,Rafter Clips,10,2910,1464,A36-MOD,,Hyundai,USD,1,4/13/21,South Korea,South Korea,CFR,Saudi Arabia,15,10,2910,3000,1,965,76,0,120,0,0,0,0,0,0,0.33442884,0.685305,965,76,0,120,661.32,52.08,0,82.24,2021,Apr,Qtr2,44,45.552,Ethylene
5,191167,251428,Precontract,Plate - Carbon Steel (Non-sour),251428-MR-01302A,251428 Sphere Plate List,21.50 m Dia Sphere (Ethylene),3,MT,2,TOP HEAD PLATES-7,46.1,3207,9462,SA537 CL2,251428-000-SP-SP-00101,Hyundai,USD,1,4/13/21,South Korea,South Korea,CFR,Saudi Arabia,15,46.1,3207,9462,6,1123,76,0,120,0,0,0,0,0,0,65.88760725,197.6628218,1123,76,0,120,221975.35,15022.37,0,23719.54,2021,Apr,Qtr2,21.5,0,Sphere
6,191167,251428,Precontract,Plate - Carbon Steel (Non-sour),251428-MR-01302A,251428 Sphere Plate List,21.50 m Dia Sphere (Ethylene),3,MT,4,TOP HEAD PLATES-6,46.2,3139,10562,SA537 CL2,251428-000-SP-SP-00101,Hyundai,USD,1,4/13/21,South Korea,South Korea,CFR,Saudi Arabia,15,46.2,3139,10562,12,1123,76,0,120,0,0,0,0,0,0,144.2880477,432.8641431,1123,76,0,120,486106.43,32897.67,0,51943.7,2021,Apr,Qtr2,21.5,0,Sphere
7,191167,251428,Precontract,Plate - Carbon Steel (Non-sour),251428-MR-01302A,251428 Sphere Plate List,21.50 m Dia Sphere (Ethylene),3,MT,11,EQUATOR PLATES-4P,49,3212,10339,SA537 CL2,251428-000-SP-SP-00101,Hyundai,USD,1,4/13/21,South Korea,South Korea,CFR,Saudi Arabia,15,49,3212,10339,33,1123,76,0,120,0,0,0,0,0,0,421.5351055,1264.605317,1123,76,0,120,1420151.77,96110,0,151752.64,2021,Apr,Qtr2,21.5,0,Sphere
8,191167,251428,Precontract,Plate - Carbon Steel (Non-sour),251428-MR-01302A,251428 Sphere Plate List,21.50 m Dia Sphere (Ethylene),3,MT,11,EQUATOR PLATES-4,47.9,3211,10339,SA537 CL2,251428-000-SP-SP-00101,Hyundai,USD,1,4/13/21,South Korea,South Korea,CFR,Saudi Arabia,15,47.9,3211,10339,33,1123,76,0,120,0,0,0,0,0,0,411.9437811,1235.831343,1123,76,0,120,1387838.6,93923.18,0,148299.76,2021,Apr,Qtr2,21.5,0,Sphere
9,191167,251428,Precontract,Plate - Carbon Steel (Non-sour),251428-MR-01302A,251428 Sphere Plate List,21.50 m Dia Sphere (Ethylene),3,MT,4,BOTTOM HEAD PLATES-3,48,3139,10563,SA537 CL2,251428-000-SP-SP-00101,Hyundai,USD,1,4/13/21,South Korea,South Korea,CFR,Saudi Arabia,15,48,3139,10563,12,1123,76,0,120,0,0,0,0,0,0,149.9238533,449.7715598,1123,76,0,120,505093.46,34182.64,0,53972.59,2021,Apr,Qtr2,21.5,0,Sphere
10,191167,251428,Precontract,Plate - Carbon Steel (Non-sour),251428-MR-01302A,251428 Sphere Plate List,21.50 m Dia Sphere (Ethylene),3,MT,2,BOTTOM HEAD PLATES-2,48.2,3207,9463,SA537 CL2,251428-000-SP-SP-00101,Hyundai,USD,1,4/13/21,South Korea,South Korea,CFR,Saudi Arabia,15,48.2,3207,9463,6,1123,76,0,120,0,0,0,0,0,0,68.8962756,206.6888268,1123,76,0,120,232111.55,15708.35,0,24802.66,2021,Apr,Qtr2,21.5,0,Sphere
11,191167,251428,Precontract,Plate - Carbon Steel (Non-sour),251428-MR-01302A,251428 Sphere Plate List,21.50 m Dia Sphere (Ethylene),3,MT,1,BOTTOM HEAD PLATES-1,48.2,3207,9488,SA537 CL2,251428-000-SP-SP-00101,Hyundai,USD,1,4/13/21,South Korea,South Korea,CFR,Saudi Arabia,15,48.2,3207,9488,3,1123,76,0,120,0,0,0,0,0,0,34.53914524,103.6174357,1123,76,0,120,116362.38,7874.93,0,12434.09,2021,Apr,Qtr2,21.5,0,Sphere
12,191167,251428,Precontract,Plate - Carbon Steel (Non-sour),251428-MR-01302A,251428 Sphere Plate List,21.50 m Dia Sphere (Ethylene),3,MT,22,HIP PLATES-5,47.5,3126,8059,SA537 CL2,251428-000-SP-SP-00101,Hyundai,USD,1,4/13/21,South Korea,South Korea,CFR,Saudi Arabia,15,47.5,3126,8059,66,1123,76,0,120,0,0,0,0,0,0,619.9795026,1859.938508,1123,76,0,120,2088710.94,141355.33,0,223192.62,2021,Apr,Qtr2,21.5,0,Sphere
13,191167,251428,Precontract,Plate - Carbon Steel (Non-sour),251428-MR-01302A,251428 Sphere Plate List,21.50 m Dia Sphere (Ethylene),3,MT,1,"PLATE (CLIPS, ETC.)",10,3048,12192,SA537 CL2,251428-000-SP-SP-00101,Hyundai,USD,1,4/13/21,South Korea,South Korea,CFR,Saudi Arabia,15,10,3048,12192,3,1077,76,0,120,0,0,0,0,0,0,8.751466368,26.2543991,1077,76,0,120,28275.99,1995.33,0,3150.53,2021,Apr,Qtr2,21.5,0,Sphere
14,191167,251428,Precontract,Plate - Carbon Steel (Non-sour),251428-MR-01302A,251428 Sphere Plate List,21.50 m Dia Sphere (Ethylene),3,MT,6,COLUMN STUBS-STUB1,10,2521,10262,SA537 CL2,251428-000-SP-SP-00101,Hyundai,USD,1,4/13/21,South Korea,South Korea,CFR,Saudi Arabia,15,10,2521,10262,16,1077,76,0,120,0,0,0,0,0,0,36.55501933,97.48005154,1077,76,0,120,104986.02,7408.48,0,11697.61,2021,Apr,Qtr2,21.5,0,Sphere
15,191167,251428,Precontract,Plate - Carbon Steel (Non-sour),251428-MR-01302A,251428 Sphere Plate List,21.50 m Dia Sphere (Ethylene),3,MT,1,COLUMN STUBS-STUB2,10,2521,6833,SA537 CL2,251428-000-SP-SP-00101,Hyundai,USD,1,4/13/21,South Korea,South Korea,CFR,Saudi Arabia,15,10,2521,6833,1,1077,76,0,120,0,0,0,0,0,0,4.056721352,4.056721352,1077,76,0,120,4369.09,308.31,0,486.81,2021,Apr,Qtr2,21.5,0,Sphere
16,191167,251428,Precontract,Plate - Carbon Steel (Non-sour),251428-MR-01302A,251428 Sphere Plate List,21.50 m Dia Sphere (Ethylene),3,MT,22,LOWER COLUMNS-LOWER1,10,2267,10262,SA537 CL2,251428-000-SP-SP-00101,Hyundai,USD,1,4/13/21,South Korea,South Korea,CFR,Saudi Arabia,15,10,2267,10262,66,1077,76,0,120,0,0,0,0,0,0,120.5305457,361.591637,1077,76,0,120,389434.19,27480.96,0,43391,2021,Apr,Qtr2,21.5,0,Sphere
17,191167,251428,Precontract,Plate - Carbon Steel (Non-sour),251428-MR-01302A,251428 Sphere Structural Plate List,21.50 m Dia Sphere (Ethylene),3,MT,2,BP,55,1650,9800,A36,,Hyundai,USD,1,4/13/21,South Korea,South Korea,CFR,Saudi Arabia,15,55,1650,9800,6,965,76,0,120,0,0,0,0,0,0,41.888385,125.665155,965,76,0,120,121266.87,9550.55,0,15079.82,2021,Apr,Qtr2,21.5,0,Sphere
18,191167,251428,Precontract,Plate - Carbon Steel (Non-sour),251428-MR-01302A,251428 Sphere Structural Plate List,21.50 m Dia Sphere (Ethylene),3,MT,2,JBP,16,1800,10000,A36,,Hyundai,USD,1,4/13/21,South Korea,South Korea,CFR,Saudi Arabia,15,16,1800,10000,6,965,76,0,120,0,0,0,0,0,0,13.5648,40.6944,965,76,0,120,39270.1,3092.77,0,4883.33,2021,Apr,Qtr2,21.5,0,Sphere
19,191167,251428,Precontract,Plate - Carbon Steel (Non-sour),251428-MR-01302A,251428 Sphere Structural Plate List,21.50 m Dia Sphere (Ethylene),3,MT,3,"DP, FS",6.35,2400,10800,A36,,Hyundai,USD,1,4/13/21,South Korea,South Korea,CFR,Saudi Arabia,15,6.35,2400,10800,9,965,76,0,120,0,0,0,0,0,0,11.6284248,34.8852744,965,76,0,120,33664.29,2651.28,0,4186.23,2021,Apr,Qtr2,21.5,0,Sphere
20,191167,251428,Precontract,Plate - Carbon Steel (Non-sour),251428-MR-01302A,251428 Sphere Structural Plate List,21.50 m Dia Sphere (Ethylene),3,MT,1,UWP,12.7,2400,5950,A36,,Hyundai,USD,1,4/13/21,South Korea,South Korea,CFR,Saudi Arabia,15,12.7,2400,5950,3,965,76,0,120,0,0,0,0,0,0,4.2709338,12.8128014,965,76,0,120,12364.35,973.77,0,1537.54,2021,Apr,Qtr2,21.5,0,Sphere
21,191167,251428,Precontract,Plate - Carbon Steel (Non-sour),251428-MR-01302A,251428 Sphere Structural Plate List,21.50 m Dia Sphere (Ethylene),3,MT,1,MWP,12.7,2400,12000,A36,,Hyundai,USD,1,4/13/21,South Korea,South Korea,CFR,Saudi Arabia,15,12.7,2400,12000,3,965,76,0,120,0,0,0,0,0,0,8.613648,25.840944,965,76,0,120,24936.51,1963.91,0,3100.91,2021,Apr,Qtr2,21.5,0,Sphere
22,191167,251428,Precontract,Plate - Carbon Steel (Non-sour),251428-MR-01302A,251428 Sphere Structural Plate List,21.50 m Dia Sphere (Ethylene),3,MT,1,LWP,12.7,3000,7500,A36,,Hyundai,USD,1,4/13/21,South Korea,South Korea,CFR,Saudi Arabia,15,12.7,3000,7500,3,965,76,0,120,0,0,0,0,0,0,6.7294125,20.1882375,965,76,0,120,19481.65,1534.31,0,2422.59,2021,Apr,Qtr2,21.5,0,Sphere
23,191167,251428,Precontract,Plate - Carbon Steel (Non-sour),251428-MR-01302A,251428 Sphere Structural Plate List,21.50 m Dia Sphere (Ethylene),3,MT,4,BRAC,12.7,1900,7600,A36,,Hyundai,USD,1,4/13/21,South Korea,South Korea,CFR,Saudi Arabia,15,12.7,1900,7600,12,965,76,0,120,0,0,0,0,0,0,17.2751496,51.8254488,965,76,0,120,50011.56,3938.73,0,6219.05,2021,Apr,Qtr2,21.5,0,Sphere
24,191167,251428,Precontract,Plate - Carbon Steel (Non-sour),251428-MR-01302A,251428 Sphere Structural Plate List,21.50 m Dia Sphere (Ethylene),3,MT,11,BRAC1,12,150,6000,A36,,Hyundai,USD,1,4/13/21,South Korea,South Korea,CFR,Saudi Arabia,15,12,150,6000,33,965,76,0,120,0,0,0,0,0,0,2.79774,8.39322,965,76,0,120,8099.46,637.88,0,1007.19,2021,Apr,Qtr2,21.5,0,Sphere
25,191167,191167,Precontract,Plate - Carbon Steel (Non-sour),191167-MR-01302A,191167 Outer Tank Bills Rev. C,44.000 m Dia x 45.552 m HT Ethylene Tank (46.105k m3),1,MT,24,Compression Bar,34.3,1373,5896,A537 CL1,191167-000-PS-SP-00003,Hyundai,USD,1,4/13/21,South Korea,South Korea,CFR,Saudi Arabia,15,34.3,2758,5896,12,1123,76,0,120,0,0,0,0,0,0,52.31220552,52.54080948,1123,76,0,120,59003.33,3993.1,0,6304.9,2021,Apr,Qtr2,44,45.552,Ethylene
26,191167,191167,Precontract,Plate - Carbon Steel (Non-sour),191167-MR-01302A,191167 Outer Tank Bills Rev. C,44.000 m Dia x 45.552 m HT Ethylene Tank (46.105k m3),1,MT,1,Umbrella Roof Plate,7.8,2204,8124,A516-70,191167-000-PS-SP-00001,Hyundai,USD,1,4/13/21,South Korea,South Korea,CFR,Saudi Arabia,15,7.8,2204,8124,1,1180,76,0,120,0,0,0,0,0,0,1.096341274,1.096341274,1180,76,0,120,1293.68,83.32,0,131.56,2021,Apr,Qtr2,44,45.552,Ethylene
27,191167,191167,Precontract,Plate - Carbon Steel (Non-sour),191167-MR-01302A,191167 Outer Tank Bills Rev. C,44.000 m Dia x 45.552 m HT Ethylene Tank (46.105k m3),1,MT,13,Umbrella Roof Plate1,7.8,3048,7372,A516-70,191167-000-PS-SP-00001,Hyundai,USD,1,4/13/21,South Korea,South Korea,CFR,Saudi Arabia,15,7.8,3048,7372,13,1184,76,0,120,0,0,0,0,0,0,17.88578068,17.88578068,1184,76,0,120,21176.76,1359.32,0,2146.29,2021,Apr,Qtr2,44,45.552,Ethylene
28,191167,191167,Precontract,Plate - Carbon Steel (Non-sour),191167-MR-01302A,191167 Outer Tank Bills Rev. C,44.000 m Dia x 45.552 m HT Ethylene Tank (46.105k m3),1,MT,35,Umbrella Roof Plate2,7.8,2097,7122,A516-70,191167-000-PS-SP-00001,Hyundai,USD,1,4/13/21,South Korea,South Korea,CFR,Saudi Arabia,15,7.8,2097,7122,35,1180,76,0,120,0,0,0,0,0,0,32.006096,32.006096,1180,76,0,120,37767.19,2432.46,0,3840.73,2021,Apr,Qtr2,44,45.552,Ethylene
29,191167,191167,Precontract,Plate - Carbon Steel (Non-sour),191167-MR-01302A,191167 Outer Tank Bills Rev. C,44.000 m Dia x 45.552 m HT Ethylene Tank (46.105k m3),1,MT,45,Umbrella Roof Plate3,7.8,2362,7750,A516-70,191167-000-PS-SP-00001,Hyundai,USD,1,4/13/21,South Korea,South Korea,CFR,Saudi Arabia,15,7.8,2362,7750,45,1180,76,0,120,0,0,0,0,0,0,50.43805943,50.43805943,1180,76,0,120,59516.91,3833.29,0,6052.57,2021,Apr,Qtr2,44,45.552,Ethylene
30,191167,191167,Precontract,Plate - Carbon Steel (Non-sour),191167-MR-01302A,191167 Outer Tank Bills Rev. C,44.000 m Dia x 45.552 m HT Ethylene Tank (46.105k m3),1,MT,1,Girder Plate1 ~ Vert,12,648,3367,A537 CL1,191167-000-PS-SP-00003,Hyundai,USD,1,4/13/21,South Korea,South Korea,CFR,Saudi Arabia,15,12,1500,3367,1,1077,76,0,120,0,0,0,0,0,0,0.205527067,0.4757571,1077,76,0,120,512.39,36.16,0,57.09,2021,Apr,Qtr2,44,45.552,Ethylene
31,191167,191167,Precontract,Plate - Carbon Steel (Non-sour),191167-MR-01302A,191167 Outer Tank Bills Rev. C,44.000 m Dia x 45.552 m HT Ethylene Tank (46.105k m3),1,MT,1,Girder Plate2 ~ Vert,16,1154,7100,A537 CL1,191167-000-PS-SP-00003,Hyundai,USD,1,4/13/21,South Korea,South Korea,CFR,Saudi Arabia,15,16,1500,7100,1,1079,76,0,120,0,0,0,0,0,0,1.02909104,1.33764,1079,76,0,120,1443.31,101.66,0,160.52,2021,Apr,Qtr2,44,45.552,Ethylene
32,191167,191167,Precontract,Plate - Carbon Steel (Non-sour),191167-MR-01302A,191167 Outer Tank Bills Rev. C,44.000 m Dia x 45.552 m HT Ethylene Tank (46.105k m3),1,MT,1,Girder Plate3 ~ Vert,16,2058,6997,A537 CL1,191167-000-PS-SP-00003,Hyundai,USD,1,4/13/21,South Korea,South Korea,CFR,Saudi Arabia,15,16,2058,6997,1,1059,76,0,120,0,0,0,0,0,0,1.808618146,1.808618146,1059,76,0,120,1915.33,137.45,0,217.03,2021,Apr,Qtr2,44,45.552,Ethylene
33,191167,191167,Precontract,Plate - Carbon Steel (Non-sour),191167-MR-01302A,191167 Outer Tank Bills Rev. C,44.000 m Dia x 45.552 m HT Ethylene Tank (46.105k m3),1,MT,1,Girder Plate1 ~ Horz,12,748,3025,A537 CL1,191167-000-PS-SP-00003,Hyundai,USD,1,4/13/21,South Korea,South Korea,CFR,Saudi Arabia,15,12,1500,3025,1,1077,76,0,120,0,0,0,0,0,0,0.21314634,0.4274325,1077,76,0,120,460.34,32.48,0,51.29,2021,Apr,Qtr2,44,45.552,Ethylene
34,191167,191167,Precontract,Plate - Carbon Steel (Non-sour),191167-MR-01302A,191167 Outer Tank Bills Rev. C,44.000 m Dia x 45.552 m HT Ethylene Tank (46.105k m3),1,MT,1,Girder Plate2 ~ Horz,16,1268,6913,A537 CL1,191167-000-PS-SP-00003,Hyundai,USD,1,4/13/21,South Korea,South Korea,CFR,Saudi Arabia,15,16,1500,6913,1,1079,76,0,120,0,0,0,0,0,0,1.10096991,1.3024092,1079,76,0,120,1405.3,98.98,0,156.29,2021,Apr,Qtr2,44,45.552,Ethylene
35,235527,240579,Precontract,Plate - Carbon Steel (Non-sour),240579-MR-01302A,240579-TK-003,16.00 m Dia Sphere (Butane),1,MT,9,TK-003 EQUATOR PLATES-4,27.1,2898,10400,SA537 CL2,240579-000-PS-SP-0003,Hyundai,USD,1,8/28/20,South Korea,South Korea,CFR,Saudi Arabia,18,27.1,2898,10400,9,885,57,0,56,0,0,0,0,0,0,57.70496441,57.70496441,885,57,0,56,51068.89,3289.18,0,3231.48,2020,Aug,Qtr3,16,0,Sphere
36,235527,240579,Precontract,Plate - Carbon Steel (Non-sour),240579-MR-01302A,240579-TK-003,16.00 m Dia Sphere (Butane),1,MT,4,TK-003 BOTTOM HEAD PLATES-3,27.6,2985,9673,SA537 CL2,240579-000-PS-SP-0003,Hyundai,USD,1,8/28/20,South Korea,South Korea,CFR,Saudi Arabia,18,27.6,2985,9673,4,885,57,0,56,0,0,0,0,0,0,25.02328103,25.02328103,885,57,0,56,22145.6,1426.33,0,1401.3,2020,Aug,Qtr3,16,0,Sphere
37,235527,240579,Precontract,Plate - Carbon Steel (Non-sour),240579-MR-01302A,240579-TK-003,16.00 m Dia Sphere (Butane),1,MT,2,TK-003 BOTTOM HEAD PLATES-2,27.6,3037,9019,SA537 CL2,240579-000-PS-SP-0003,Hyundai,USD,1,8/28/20,South Korea,South Korea,CFR,Saudi Arabia,18,27.6,3037,9019,2,889,57,0,56,0,0,0,0,0,0,11.86893942,11.86893942,889,57,0,56,10551.49,676.53,0,664.66,2020,Aug,Qtr3,16,0,Sphere
38,235527,240579,Precontract,Plate - Carbon Steel (Non-sour),240579-MR-01302A,240579-TK-003,16.00 m Dia Sphere (Butane),1,MT,1,TK-003 BOTTOM HEAD PLATES-1,27.6,3037,9013,SA537 CL2,240579-000-PS-SP-0002,Hyundai,USD,1,8/28/20,South Korea,South Korea,CFR,Saudi Arabia,18,27.6,3037,9013,1,899,57,0,56,0,0,0,0,0,0,5.930521733,5.930521733,899,57,0,56,5331.54,338.04,0,332.11,2020,Aug,Qtr3,16,0,Sphere
39,235527,240579,Precontract,Plate - Carbon Steel (Non-sour),240579-MR-01302A,240579-TK-003,16.00 m Dia Sphere (Butane),1,MT,1,"TK-003-Clips PLATE (CLIPS, ETC.)",10,3048,12192,SA537 CL2,240579-000-PS-SP-0003,Hyundai,USD,1,8/28/20,South Korea,South Korea,CFR,Saudi Arabia,18,10,3048,12192,1,889,57,0,56,0,0,0,0,0,0,2.917155456,2.917155456,889,57,0,56,2593.35,166.28,0,163.36,2020,Aug,Qtr3,16,0,Sphere
40,235527,240579,Precontract,Plate - Carbon Steel (Non-sour),240579-MR-01302A,240579-TK-003,16.00 m Dia Sphere (Butane),1,MT,2,TK-003 COLUMN STUBS-STUB1,8,2978,10439,SA537 CL2,240579-000-PS-SP-0003,Hyundai,USD,1,8/28/20,South Korea,South Korea,CFR,Saudi Arabia,18,8,2978,10439,2,956,57,0,56,0,0,0,0,0,0,3.904570155,3.904570155,956,57,0,56,3732.77,222.56,0,218.66,2020,Aug,Qtr3,16,0,Sphere
41,235527,240579,Precontract,Plate - Carbon Steel (Non-sour),240579-MR-01302A,240579-TK-003,16.00 m Dia Sphere (Butane),1,MT,1,TK-003 COLUMN STUBS-STUB2,8,2978,2642,SA537 CL2,240579-000-PS-SP-0003,Hyundai,USD,1,8/28/20,South Korea,South Korea,CFR,Saudi Arabia,18,8,2978,3000,1,956,57,0,56,0,0,0,0,0,0,0.494102613,0.5610552,956,57,0,56,536.37,31.98,0,31.42,2020,Aug,Qtr3,16,0,Sphere
42,235527,240579,Precontract,Plate - Carbon Steel (Non-sour),240579-MR-01302A,240579-TK-003,16.00 m Dia Sphere (Butane),1,MT,9,TK-003 LOWER COLUMNS-LOWER1,8,1861,10439,A36,,Hyundai,USD,1,8/28/20,South Korea,South Korea,CFR,Saudi Arabia,18,8,1861,10439,9,673,57,0,56,0,0,0,0,0,0,10.98012853,10.98012853,673,57,0,56,7389.63,625.87,0,614.89,2020,Aug,Qtr3,16,0,Sphere
43,179308,179308,Precontract,Plate - Carbon Steel (Non-sour),179308-MR-01302A,179308-000-SP-LS-01001 Rev. B,36.800 m Dia x 20.000 m Ht AGDR,3,MT,10,Ring #1,23.3,2868,11585,A36,MOD,Plate Solutions,ZAR,0.074928818,2/27/17,South Africa,South Africa,DDP,South Africa,24,23.3,2868,11660,10,10175,1188.251001,3375,743,0,0,0,0,2167.37514,0,182.3148387,183.4951247,762.4,89.03,252.88,55.67,139896.81,16337.34,46403.13,10215.56,2017,Feb,Qtr1,36.8,20,AGDR
44,179308,179308,Precontract,Plate - Carbon Steel (Non-sour),179308-MR-01302A,179308-000-SP-LS-01001 Rev. B,36.800 m Dia x 20.000 m Ht AGDR,3,MT,10,Ring #2,20,2868,11585,A36,MOD,Plate Solutions,ZAR,0.074928818,2/27/17,South Africa,South Africa,DDP,South Africa,24,20,2868,11660,10,10175,1228.304406,3375,743,0,0,0,0,2172.982617,0,156.4934238,157.5065448,762.4,92.04,252.88,55.67,120083.1,14496.18,39831.01,8768.72,2017,Feb,Qtr1,36.8,20,AGDR
45,179308,179308,Precontract,Plate - Carbon Steel (Non-sour),179308-MR-01302A,179308-000-SP-LS-01001 Rev. B,36.800 m Dia x 20.000 m Ht AGDR,3,MT,10,Ring #3,16.8,2862,11580,A36,MOD,Plate Solutions,ZAR,0.074928818,2/27/17,South Africa,South Africa,DDP,South Africa,24,16.8,2862,11655,10,10600,1495.327103,3650,743,0,0,0,0,2308.365794,0,131.1228505,131.9720918,794.25,112.04,273.49,55.67,104818.24,14786.56,36093.07,7347.16,2017,Feb,Qtr1,36.8,20,AGDR
46,179308,179308,Precontract,Plate - Carbon Steel (Non-sour),179308-MR-01302A,179308-000-SP-LS-01001 Rev. B,36.800 m Dia x 20.000 m Ht AGDR,3,MT,10,Ring #4,13.6,2862,11580,A36,179308-000-SP-SP-00001,Plate Solutions,ZAR,0.074928818,2/27/17,South Africa,South Africa,DDP,South Africa,24,13.6,2862,11655,10,10365,1935.914553,3715,783,0,0,0,0,2351.848037,0,106.1470695,106.8345505,776.64,145.06,278.36,58.67,82971.69,15496.97,29738.53,6267.91,2017,Feb,Qtr1,36.8,20,AGDR
47,179308,179308,Precontract,Plate - Carbon Steel (Non-sour),179308-MR-01302A,179308-000-SP-LS-01001 Rev. B,36.800 m Dia x 20.000 m Ht AGDR,3,MT,10,Ring #5,12.2,2856,11575,A36,179308-000-SP-SP-00001,Plate Solutions,ZAR,0.074928818,2/27/17,South Africa,South Africa,DDP,South Africa,24,12.2,2856,11650,10,10395,2056.074766,3715,783,0,0,0,0,2372.870467,0,94.97951442,95.59493244,778.89,154.06,278.36,58.67,74457.47,14727.29,26609.86,5608.49,2017,Feb,Qtr1,36.8,20,AGDR
48,179308,179308,Precontract,Plate - Carbon Steel (Non-sour),179308-MR-01302A,179308-000-SP-LS-01001 Rev. B,36.800 m Dia x 20.000 m Ht AGDR,3,MT,10,Ring #6,12.2,2856,11575,A36,179308-000-SP-SP-00001,Plate Solutions,ZAR,0.074928818,2/27/17,South Africa,South Africa,DDP,South Africa,24,12.2,2856,11650,10,10395,2056.074766,3715,783,0,0,0,0,2372.870467,0,94.97951442,95.59493244,778.89,154.06,278.36,58.67,74457.47,14727.29,26609.86,5608.49,2017,Feb,Qtr1,36.8,20,AGDR
49,179308,179308,Precontract,Plate - Carbon Steel (Non-sour),179308-MR-01302A,179308-000-SP-LS-01001 Rev. B,36.800 m Dia x 20.000 m Ht AGDR,3,MT,10,Ring #7,12.2,2856,11575,A36,179308-000-SP-SP-00001,Plate Solutions,ZAR,0.074928818,2/27/17,South Africa,South Africa,DDP,South Africa,24,12.2,2856,11650,10,10395,2056.074766,3715,783,0,0,0,0,2372.870467,0,94.97951442,95.59493244,778.89,154.06,278.36,58.67,74457.47,14727.29,26609.86,5608.49,2017,Feb,Qtr1,36.8,20,AGDR
50,179308,179308,Precontract,Plate - Carbon Steel (Non-sour),179308-MR-01302A,179308-000-SP-LS-01001 Rev. B,36.800 m Dia x 20.000 m Ht AGDR,3,MT,7,Annulars,10,2500,9000,A36,179308-000-SP-SP-00001,Plate Solutions,ZAR,0.074928818,2/27/17,South Africa,South Africa,DDP,South Africa,24,10,2500,9075,7,10900,2510.013351,3150,783,0,0,0,0,2428.021869,0,37.09125,37.40034375,816.72,188.07,236.03,58.67,30545.76,7033.97,8827.45,2194.25,2017,Feb,Qtr1,36.8,20,AGDR
51,179308,179308,Precontract,Plate - Carbon Steel (Non-sour),179308-MR-01302A,179308-000-SP-LS-01001 Rev. B,36.800 m Dia x 20.000 m Ht AGDR,3,MT,18,Bot Rect,8.4,3000,12000,A36,179308-000-SP-SP-00001,Plate Solutions,ZAR,0.074928818,2/27/17,South Africa,South Africa,DDP,South Africa,24,8.4,3000,12075,18,11010,2857.142857,0,756,0,0,0,0,2047.24,0,128.18736,128.988531,824.97,214.08,0,56.65,106411.19,27614.16,0,7306.71,2017,Feb,Qtr1,36.8,20,AGDR
